#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 3.0985E-03  -9.6688E-03  -1.0302E-02   2.5914E+03  -2.6152E-01   4.0184E-01   4.7945E-01   2.6204E+02   1.7421E-15   4.7052E+03  -8.6912E-01   1.3355E+00   5.2549E-01
 2.5337E-03  -8.7624E-03  -9.2335E-03   2.5514E+03  -4.7631E-01   8.1193E-01   9.4133E-01   2.6204E+02   2.2483E-15   4.7054E+03  -1.5830E+00   2.6985E+00   7.3631E-01
 2.0420E-03  -7.8819E-03  -8.2247E-03   2.4855E+03  -6.6568E-01   1.2698E+00   1.4337E+00   2.6204E+02   2.9878E-15   4.7055E+03  -2.2125E+00   4.2202E+00   9.0868E-01
 1.6182E-03  -7.0292E-03  -7.2722E-03   2.3939E+03  -8.2074E-01   1.7660E+00   1.9474E+00   2.6204E+02   4.0354E-15   4.7056E+03  -2.7279E+00   5.8698E+00   1.0590E+00
 1.2573E-03  -6.2064E-03  -6.3735E-03   2.2778E+03  -9.3434E-01   2.2901E+00   2.4734E+00   2.6204E+02   5.4710E-15   4.7057E+03  -3.1055E+00   7.6117E+00   1.1935E+00
 9.5407E-04  -5.4149E-03  -5.5257E-03   2.1392E+03  -1.0007E+00   2.8285E+00   3.0003E+00   2.6204E+02   7.3822E-15   4.7058E+03  -3.3261E+00   9.4012E+00   1.3145E+00
 7.0345E-04  -4.6556E-03  -4.7258E-03   1.9811E+03  -1.0159E+00   3.3643E+00   3.5143E+00   2.6204E+02   9.8619E-15   4.7058E+03  -3.3767E+00   1.1182E+01   1.4226E+00
 5.0039E-04  -3.9288E-03  -3.9710E-03   1.8074E+03  -9.7957E-01   3.8777E+00   3.9995E+00   2.6204E+02   1.2902E-14   4.7058E+03  -3.2559E+00   1.2889E+01   1.5176E+00
 3.3966E-04  -3.2350E-03  -3.2587E-03   1.6231E+03  -9.0065E-01   4.3607E+00   4.4527E+00   2.6204E+02   1.6572E-14   4.7057E+03  -2.9935E+00   1.4494E+01   1.6013E+00
 2.1604E-04  -2.5745E-03  -2.5866E-03   1.4310E+03  -7.8742E-01   4.8146E+00   4.8785E+00   2.6204E+02   2.1008E-14   4.7057E+03  -2.6171E+00   1.6002E+01   1.6762E+00
 1.2477E-04  -1.9471E-03  -1.9525E-03   1.2339E+03  -6.4514E-01   5.2358E+00   5.2754E+00   2.6204E+02   2.5909E-14   4.7056E+03  -2.1442E+00   1.7402E+01   1.7430E+00
 6.1535E-05  -1.3525E-03  -1.3544E-03   1.0344E+03  -4.7829E-01   5.6145E+00   5.6348E+00   2.6204E+02   3.1677E-14   4.7055E+03  -1.5896E+00   1.8660E+01   1.8015E+00
 2.2521E-05  -7.8982E-04  -7.9025E-04   8.3593E+02  -2.9280E-01   5.9542E+00   5.9613E+00   2.6204E+02   3.9177E-14   4.7055E+03  -9.7316E-01   1.9789E+01   1.8529E+00
 4.3080E-06  -2.5819E-04  -2.5822E-04   6.4070E+02  -9.3152E-02   6.2511E+00   6.2518E+00   2.6204E+02   4.5924E-14   4.7055E+03  -3.0960E-01   2.0776E+01   1.8975E+00
 4.3080E-06   2.5819E-04   2.5822E-04   4.4498E+02   1.2059E-01   6.4874E+00   6.4885E+00   2.6204E+02   5.0736E-14   4.7055E+03   4.0079E-01   2.1562E+01   1.9331E+00
 2.2521E-05   7.8982E-04   7.9025E-04   2.4055E+02   3.5451E-01   6.7103E+00   6.7196E+00   2.6204E+02   6.0372E-14   4.7055E+03   1.1782E+00   2.2302E+01   1.9672E+00
 6.1535E-05   1.3525E-03   1.3544E-03   1.8858E+01   6.1592E-01   6.9333E+00   6.9606E+00   2.6204E+02   7.5649E-14   4.7055E+03   2.0471E+00   2.3044E+01   2.0022E+00
 1.2477E-04   1.9471E-03   1.9525E-03  -2.2076E+02   9.0396E-01   7.1250E+00   7.1822E+00   2.6204E+02   9.5305E-14   4.7056E+03   3.0045E+00   2.3681E+01   2.0338E+00
 2.1604E-04   2.5745E-03   2.5866E-03  -4.7605E+02   1.2174E+00   7.2792E+00   7.3803E+00   2.6204E+02   1.2358E-13   4.7057E+03   4.0462E+00   2.4194E+01   2.0616E+00
 3.3966E-04   3.2350E-03   3.2587E-03  -7.4614E+02   1.5539E+00   7.3903E+00   7.5519E+00   2.6204E+02   1.6541E-13   4.7057E+03   5.1650E+00   2.4564E+01   2.0855E+00
 5.0039E-04   3.9288E-03   3.9710E-03  -1.0286E+03   1.9069E+00   7.4375E+00   7.6780E+00   2.6204E+02   2.3445E-13   4.7058E+03   6.3381E+00   2.4721E+01   2.1028E+00
 7.0345E-04   4.6556E-03   4.7258E-03  -1.3168E+03   2.2614E+00   7.3953E+00   7.7333E+00   2.6204E+02   3.6372E-13   4.7058E+03   7.5165E+00   2.4581E+01   2.1103E+00
 9.5407E-04   5.4149E-03   5.5257E-03  -1.6012E+03   2.6076E+00   7.2899E+00   7.7422E+00   2.6204E+02   6.3886E-13   4.7058E+03   8.6670E+00   2.4230E+01   2.1116E+00
 1.2573E-03   6.2064E-03   6.3735E-03  -1.8795E+03   2.9576E+00   7.1784E+00   7.7638E+00   2.6204E+02   1.2402E-12   4.7057E+03   9.8303E+00   2.3859E+01   2.1145E+00
 1.6182E-03   7.0292E-03   7.2722E-03  -2.1496E+03   3.3297E+00   7.1001E+00   7.8421E+00   2.6204E+02   2.3809E-12   4.7056E+03   1.1067E+01   2.3598E+01   2.1252E+00
 2.0420E-03   7.8819E-03   8.2247E-03  -2.4075E+03   3.7240E+00   7.0419E+00   7.9660E+00   2.6204E+02   3.9522E-12   4.7055E+03   1.2377E+01   2.3405E+01   2.1419E+00
 2.5337E-03   8.7624E-03   9.2335E-03  -2.6488E+03   4.1019E+00   6.9296E+00   8.0526E+00   2.6204E+02   5.4458E-12   4.7054E+03   1.3633E+01   2.3031E+01   2.1536E+00
 3.0985E-03   9.6688E-03   1.0302E-02  -2.8671E+03   4.4254E+00   6.7240E+00   8.0497E+00   2.6204E+02   6.6708E-12   4.7052E+03   1.4707E+01   2.2347E+01   2.1532E+00
 3.7415E-03   1.0600E-02   1.1433E-02  -3.0581E+03   4.6857E+00   6.4438E+00   7.9673E+00   2.6204E+02   7.6816E-12   4.7050E+03   1.5572E+01   2.1414E+01   2.1422E+00
 4.4674E-03   1.1554E-02   1.2633E-02  -3.2209E+03   4.8866E+00   6.1177E+00   7.8297E+00   2.6204E+02   8.4475E-12   4.7048E+03   1.6239E+01   2.0330E+01   2.1237E+00
 5.2805E-03   1.2529E-02   1.3903E-02  -3.3568E+03   5.0482E+00   5.7853E+00   7.6781E+00   2.6204E+02   9.0567E-12   4.7046E+03   1.6775E+01   1.9224E+01   2.1031E+00
 6.1848E-03   1.3524E-02   1.5247E-02  -3.4713E+03   5.1828E+00   5.4591E+00   7.5275E+00   2.6204E+02   9.5355E-12   4.7044E+03   1.7222E+01   1.8140E+01   2.0824E+00
