#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
-4.6709E-02  -1.7649E-02  -1.8051E-02   4.0244E+01   6.7185E-01  -1.7155E+00   1.8423E+00   2.7168E+02   1.8744E-08   6.3673E+01   2.3418E-01  -6.1008E-01   2.6774E+00
-4.7272E-02  -1.6183E-02  -1.6481E-02   4.2709E+01   6.1977E-01  -1.7318E+00   1.8394E+00   2.7173E+02   1.5598E-08   6.1541E+01   2.3399E-01  -6.0958E-01   2.6733E+00
-4.7756E-02  -1.4691E-02  -1.4911E-02   4.9258E+01   5.4287E-01  -1.8407E+00   1.9190E+00   2.7147E+02   1.5846E-08   7.3258E+01   1.7658E-01  -6.5908E-01   2.7316E+00
-4.8163E-02  -1.3175E-02  -1.3340E-02   5.2941E+01   3.8630E-01  -1.4034E+00   1.4556E+00   2.7164E+02   1.0806E-08   6.4915E+01   1.3216E-01  -4.9329E-01   2.3800E+00
-4.8569E-02  -1.1658E-02  -1.1770E-02   5.5431E+01   3.2960E-01  -1.2888E+00   1.3302E+00   2.7170E+02   8.3156E-09   6.2481E+01   1.2045E-01  -4.4958E-01   2.2745E+00
-4.8922E-02  -1.0130E-02  -1.0201E-02   5.8964E+01   2.5886E-01  -1.2561E+00   1.2825E+00   2.7156E+02   6.9444E-09   6.8403E+01   8.5510E-02  -4.3999E-01   2.2332E+00
-4.9194E-02  -8.5852E-03  -8.6323E-03   6.1903E+01   1.7515E-01  -1.0118E+00   1.0269E+00   2.7159E+02   5.5156E-09   6.6944E+01   5.5764E-02  -3.5213E-01   1.9989E+00
-4.9440E-02  -7.0346E-03  -7.0624E-03   6.3835E+01   1.2671E-01  -7.9930E-01   8.0928E-01   2.7166E+02   3.7434E-09   6.3550E+01   4.3766E-02  -2.7637E-01   1.7744E+00
-4.9658E-02  -5.4812E-03  -5.4935E-03   6.5527E+01   8.2080E-02  -6.7218E-01   6.7717E-01   2.7159E+02   3.1578E-09   6.6406E+01   2.8479E-02  -2.3195E-01   1.6227E+00
-4.9795E-02  -3.9192E-03  -3.9246E-03   6.7073E+01   4.3785E-02  -5.2918E-01   5.3099E-01   2.7129E+02   2.4221E-08   7.9309E+01   9.5485E-03  -1.8222E-01   1.4376E+00
-4.9877E-02  -2.3515E-03  -2.3548E-03   6.7931E+01   2.6447E-02  -3.1449E-01   3.1560E-01   2.7118E+02   2.1846E-06   8.3552E+01   5.6545E-03  -1.0791E-01   1.1103E+00
-4.9959E-02  -7.8385E-04  -7.8492E-04   6.8372E+01   1.6379E-02  -1.1082E-01   1.1202E-01   2.7114E+02   2.0514E-06   8.5265E+01   1.9973E-03  -3.8115E-02   6.6478E-01
-4.9959E-02   7.8385E-04   7.8492E-04   6.8374E+01   1.5666E-02   1.0865E-01   1.0977E-01   2.7116E+02   2.0514E-06   8.4443E+01   1.9579E-03   3.7364E-02   6.5839E-01
-4.9877E-02   2.3515E-03   2.3548E-03   6.7932E+01   1.9932E-02   2.7936E-01   2.8007E-01   2.7152E+02   2.3771E-09   6.9203E+01   5.0224E-03   9.5846E-02   1.0441E+00
-4.9795E-02   3.9192E-03   3.9246E-03   6.7082E+01   4.0030E-02   4.9831E-01   4.9991E-01   2.7145E+02   3.4893E-09   7.2117E+01   8.9904E-03   1.7157E-01   1.3946E+00
-4.9658E-02   5.4812E-03   5.4935E-03   6.5544E+01   8.3077E-02   6.7399E-01   6.7909E-01   2.7155E+02   3.0021E-09   6.8356E+01   2.8557E-02   2.3258E-01   1.6251E+00
-4.9440E-02   7.0346E-03   7.0624E-03   6.3844E+01   1.2745E-01   8.0387E-01   8.1391E-01   2.7160E+02   3.9800E-09   6.6048E+01   4.4013E-02   2.7792E-01   1.7797E+00
-4.9194E-02   8.5852E-03   8.6323E-03   6.1910E+01   1.7546E-01   1.0144E+00   1.0294E+00   2.7154E+02   5.6971E-09   6.8963E+01   5.5899E-02   3.5298E-01   2.0016E+00
-4.8922E-02   1.0130E-02   1.0201E-02   5.8972E+01   2.5899E-01   1.2570E+00   1.2834E+00   2.7152E+02   7.0041E-09   6.9931E+01   8.5562E-02   4.4026E-01   2.2341E+00
-4.8569E-02   1.1658E-02   1.1770E-02   5.5442E+01   3.2963E-01   1.2888E+00   1.3303E+00   2.7167E+02   8.3327E-09   6.3573E+01   1.2045E-01   4.4957E-01   2.2746E+00
-4.8163E-02   1.3175E-02   1.3340E-02   5.2954E+01   3.8625E-01   1.4032E+00   1.4554E+00   2.7162E+02   1.0821E-08   6.5830E+01   1.3213E-01   4.9318E-01   2.3799E+00
-4.7756E-02   1.4691E-02   1.4911E-02   4.9273E+01   5.4273E-01   1.8402E+00   1.9186E+00   2.7145E+02   1.5855E-08   7.4088E+01   1.7653E-01   6.5888E-01   2.7313E+00
-4.7272E-02   1.6183E-02   1.6481E-02   4.2726E+01   6.1960E-01   1.7313E+00   1.8389E+00   2.7172E+02   1.5602E-08   6.2141E+01   2.3391E-01   6.0938E-01   2.6730E+00
-4.6709E-02   1.7649E-02   1.8051E-02   4.0263E+01   6.7167E-01   1.7150E+00   1.8418E+00   2.7167E+02   1.8739E-08   6.4207E+01   2.3411E-01   6.0989E-01   2.6771E+00
-4.6146E-02   1.9115E-02   1.9622E-02   3.6344E+01   8.6004E-01   2.1215E+00   2.2892E+00   2.7152E+02   2.4614E-08   7.1540E+01   2.9505E-01   7.6866E-01   2.9844E+00
-4.5533E-02   2.0559E-02   2.1192E-02   2.8631E+01   9.9148E-01   2.1681E+00   2.3840E+00   2.7167E+02   2.6869E-08   6.4946E+01   3.6393E-01   7.8038E-01   3.0444E+00
-4.4845E-02   2.1970E-02   2.2762E-02   2.3876E+01   1.0241E+00   2.0135E+00   2.2590E+00   2.7175E+02   2.9894E-08   6.1527E+01   3.6872E-01   7.2359E-01   2.9643E+00
-4.4132E-02   2.3370E-02   2.4333E-02   2.0353E+01   1.1857E+00   2.2528E+00   2.5458E+00   2.7161E+02   3.7844E-08   6.7910E+01   4.1943E-01   8.2310E-01   3.1473E+00
-4.3395E-02   2.4756E-02   2.5902E-02   1.2930E+01   1.4415E+00   2.5497E+00   2.9290E+00   2.7159E+02   4.5393E-08   6.9397E+01   5.2292E-01   9.4334E-01   3.3748E+00
-4.2587E-02   2.6100E-02   2.7472E-02   4.5825E+00   1.4246E+00   2.2406E+00   2.6552E+00   2.7180E+02   4.4193E-08   5.9880E+01   5.2726E-01   8.1181E-01   3.2130E+00
-4.1732E-02   2.7416E-02   2.9042E-02   2.0624E+00   1.4640E+00   2.2098E+00   2.6508E+00   2.7170E+02   5.0824E-08   6.3863E+01   5.2598E-01   8.0984E-01   3.2114E+00
-4.0877E-02   2.8733E-02   3.0612E-02  -3.6043E+00   1.9561E+00   2.8663E+00   3.4702E+00   2.7149E+02   6.7854E-08   7.5174E+01   7.1081E-01   1.0944E+00   3.6732E+00
-3.9955E-02   3.0002E-02   3.2182E-02  -1.7410E+01   1.8665E+00   2.4066E+00   3.0455E+00   2.7183E+02   5.8967E-08   5.9097E+01   7.0940E-01   8.7588E-01   3.4395E+00
-3.8966E-02   3.1223E-02   3.3753E-02  -1.8133E+01   1.7661E+00   2.1386E+00   2.7735E+00   2.7176E+02   6.5942E-08   6.1693E+01   6.3886E-01   7.8879E-01   3.2847E+00
